Pradako ID,Authority,Standard,Title,Lifecycle,File,Authority Hub,Page Source,Previous Path
PRA-SPC-00343,DIN EN ISO,DIN EN ISO 15330:2000-01,Fasteners — Preloading test for the detection of hydrogen embrittlement — Parallel bearing surface method,Current-use reference,specifications/din-en-iso/din-en-iso-15330-2000-01.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00344,DIN EN ISO,DIN EN ISO 16047:2025-08,Fasteners — Torque/clamp force testing,Current-use reference,specifications/din-en-iso/din-en-iso-16047-2025-08.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00345,DIN EN ISO,DIN EN ISO 16228:2018-05,Fasteners — Types of inspection documents,Current-use reference,specifications/din-en-iso/din-en-iso-16228-2018-05.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00346,DIN EN ISO,DIN EN ISO 16426,Fasteners — Quality assurance system,Current-use reference,specifications/din-en-iso/din-en-iso-16426.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00347,DIN EN ISO,DIN EN ISO 1891-4:2018-09,"Fasteners — Vocabulary — Part 4: Control, inspection, delivery, acceptance and quality",Current-use reference,specifications/din-en-iso/din-en-iso-1891-4-2018-09.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00348,DIN,DIN 267-2:2017-06,"Fasteners — Technical specification, surface roughness for product classes A and B",Current-use reference,specifications/din/din-267-2-2017-06.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00349,DIN,DIN 6796:2009-08,Conical spring washers for bolted connections,Current-use reference,specifications/din/din-6796-2009-08.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00350,DIN,DIN 6908:1995-08,Conical spring washers for screw and washer assemblies,Current-use reference,specifications/din/din-6908-1995-08.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00351,DIN,DIN 7500-1:2021-07,Thread forming screws for ISO metric thread — Part 1: Technical specifications for case hardened and tempered screws,Current-use reference,specifications/din/din-7500-1-2021-07.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00352,DIN,DIN 7500-2:2016-04,Thread rolling screws for ISO metric thread — Guideline values for hole diameters,Current-use reference,specifications/din/din-7500-2-2016-04.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00353,DIN EN,DIN EN 10269,Steels and nickel alloys for fasteners with specified elevated and/or low temperature properties,Current-use reference,specifications/din-en/din-en-10269.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00354,DIN EN,DIN EN 10083-1,Steels for quenching and tempering — Part 1: General technical delivery conditions,Current-use reference,specifications/din-en/din-en-10083-1.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00355,DIN EN,DIN EN 10083-2,Steels for quenching and tempering — Part 2: Technical delivery conditions for non-alloy steels,Current-use reference,specifications/din-en/din-en-10083-2.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00356,DIN EN,DIN EN 10083-3,Steels for quenching and tempering — Part 3: Technical delivery conditions for alloy steels,Current-use reference,specifications/din-en/din-en-10083-3.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00357,DIN EN,DIN EN 10084,Case hardening steels — Technical delivery conditions,Current-use reference,specifications/din-en/din-en-10084.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00358,DIN EN,DIN EN 10085,Nitriding steels — Technical delivery conditions,Current-use reference,specifications/din-en/din-en-10085.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00359,DIN EN,DIN EN 10088-3,"Stainless steels — Part 3: Technical delivery conditions for semi-finished products, bars, rods, wire, sections and bright products of corrosion resisting steels for general purposes",Current-use reference,specifications/din-en/din-en-10088-3.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00360,DIN EN,DIN EN 10095,Heat resisting steels and nickel alloys,Current-use reference,specifications/din-en/din-en-10095.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00361,BS,BS 64:1992,Specification for normal and high strength steel bolts and nuts for railway rail fishplates,Current-use reference,specifications/bs/bs-64.html,specifications/bs/bs-specifications.html,generated_from_master_record,
PRA-SPC-00362,BS,BS 1429:1980,Specification for annealed round steel wire for general engineering springs,Current-use reference,specifications/bs/bs-1429.html,specifications/bs/bs-specifications.html,generated_from_master_record,
PRA-SPC-00363,BS,BS 1449-1.1:1991,"Steel plate, sheet and strip — Carbon and carbon-manganese plate, sheet and strip — General specification",Current-use reference,specifications/bs/bs-1449-1-1.html,specifications/bs/bs-specifications.html,generated_from_master_record,
PRA-SPC-00364,BS,BS 1473:1972,"Specification for wrought aluminium and aluminium alloys for general engineering purposes — rivet, bolt and screw stock",Current-use reference,specifications/bs/bs-1473.html,specifications/bs/bs-specifications.html,generated_from_master_record,
PRA-SPC-00365,BS EN ISO,BS EN ISO 898-1:2013,"Mechanical properties of fasteners made of carbon steel and alloy steel — Bolts, screws and studs with specified property classes — Coarse thread and fine pitch thread",Current-use reference,specifications/bs-en-iso/bs-en-iso-898-1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00366,BS EN ISO,BS EN ISO 898-2:2022,Fasteners — Mechanical properties of fasteners made of carbon steel and alloy steel — Nuts with specified property classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-898-2.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00367,BS EN ISO,BS EN ISO 898-3:2018+A1:2021,Fasteners — Mechanical properties of fasteners made of carbon steel and alloy steel — Flat washers with specified property classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-898-3-2018-a1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00368,BS EN ISO,BS EN ISO 898-5:2012,Mechanical properties of fasteners made of carbon steel and alloy steel — Set screws and similar threaded fasteners with specified hardness classes — Coarse thread and fine pitch thread,Current-use reference,specifications/bs-en-iso/bs-en-iso-898-5.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00369,BS EN ISO,BS EN ISO 2702:2022,Fasteners — Heat treated tapping screws — Mechanical and physical properties,Current-use reference,specifications/bs-en-iso/bs-en-iso-2702.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00370,BS EN ISO,BS EN ISO 3269:2019,Fasteners — Acceptance inspection,Current-use reference,specifications/bs-en-iso/bs-en-iso-3269.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00371,BS EN ISO,BS EN ISO 3506-1:2020,"Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Bolts, screws and studs with specified grades and property classes",Current-use reference,specifications/bs-en-iso/bs-en-iso-3506-1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00372,BS EN ISO,BS EN ISO 3506-2:2020,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Nuts with specified grades and property classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-3506-2.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00373,BS EN ISO,ISO 3506-3:2025 / BS EN ISO route,Fasteners — Mechanical properties of corrosion resistant stainless steel fasteners — Set screws and similar fasteners not under tensile stress with specified grades and hardness classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-3506-3-2025-bs-en-iso-route.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00374,BS EN ISO,BS EN ISO 3506-4:2025,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Tapping screws with specified grades and hardness classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-3506-4.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00375,BS EN ISO,BS EN ISO 3506-7:2025,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Flat washers with specified grades and property classes,Current-use reference,specifications/bs-en-iso/bs-en-iso-3506-7.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00376,BS EN ISO,BS EN ISO 4014:2022,Fasteners — Hexagon head bolts — Product grades A and B,Current-use reference,specifications/bs-en-iso/bs-en-iso-4014.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00377,BS EN ISO,BS EN ISO 4016:2022,Fasteners — Hexagon head bolts — Product grade C,Current-use reference,specifications/bs-en-iso/bs-en-iso-4016.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00378,BS EN ISO,BS EN ISO 4017:2022,Fasteners — Hexagon head screws — Product grades A and B,Current-use reference,specifications/bs-en-iso/bs-en-iso-4017.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00379,BS EN ISO,BS EN ISO 4018:2022,Fasteners — Hexagon head screws — Product grade C,Current-use reference,specifications/bs-en-iso/bs-en-iso-4018.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00380,BS EN ISO,BS EN ISO 4032:2023,"Fasteners — Hexagon regular nuts, style 1 — Product grades A and B",Current-use reference,specifications/bs-en-iso/bs-en-iso-4032.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00381,BS EN ISO,BS EN ISO 4033:2023,"Fasteners — Hexagon high nuts, style 2 — Product grades A and B",Current-use reference,specifications/bs-en-iso/bs-en-iso-4033.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00382,BS EN ISO,BS EN ISO 4034:2023,"Fasteners — Hexagon regular nuts, style 1 — Product grade C",Current-use reference,specifications/bs-en-iso/bs-en-iso-4034.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00383,BS EN ISO,BS EN ISO 4035:2023,"Fasteners — Hexagon thin nuts, style 0 — Product grades A and B",Current-use reference,specifications/bs-en-iso/bs-en-iso-4035.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00384,BS EN ISO,BS EN ISO 4042:2022+A1:2026,Fasteners — Electroplated coating systems,Current-use reference,specifications/bs-en-iso/bs-en-iso-4042-2022-a1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00385,BS EN ISO,BS EN ISO 4759-1:2000,"Tolerances for fasteners — Part 1: Bolts, screws, studs and nuts — Product grades A, B and C",Current-use reference,specifications/bs-en-iso/bs-en-iso-4759-1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00386,BS EN ISO,BS EN ISO 4759-3:2016,"Tolerances for fasteners — Part 3: Washers for bolts, screws and nuts — Product grades A, C and F",Current-use reference,specifications/bs-en-iso/bs-en-iso-4759-3.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00387,BS EN ISO,BS EN ISO 4762:2004,Hexagon socket head cap screws,Current-use reference,specifications/bs-en-iso/bs-en-iso-4762.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00388,BS EN ISO,BS EN ISO 7089:2000,Plain washers — Normal series — Product grade A,Current-use reference,specifications/bs-en-iso/bs-en-iso-7089.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00389,BS EN ISO,BS EN ISO 7090:2000,"Plain washers, chamfered — Normal series — Product grade A",Current-use reference,specifications/bs-en-iso/bs-en-iso-7090.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00390,BS EN ISO,BS EN ISO 7091:2000,Plain washers — Normal series — Product grade C,Current-use reference,specifications/bs-en-iso/bs-en-iso-7091.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00391,BS EN ISO,BS EN ISO 7380-1:2022,Fasteners — Button head screws with hexagon socket — Part 1,Current-use reference,specifications/bs-en-iso/bs-en-iso-7380-1.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00392,BS EN ISO,BS EN ISO 7380-2:2022,Fasteners — Button head screws with hexagon socket with collar — Part 2,Current-use reference,specifications/bs-en-iso/bs-en-iso-7380-2.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00393,BS EN ISO,BS EN ISO 10642:2019,Fasteners — Hexagon socket countersunk head screws with reduced loadability,Current-use reference,specifications/bs-en-iso/bs-en-iso-10642.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00394,BS EN ISO,BS EN ISO 10683:2018,Fasteners — Non-electrolytically applied zinc flake coating systems,Current-use reference,specifications/bs-en-iso/bs-en-iso-10683.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00395,BS EN ISO,BS EN ISO 10684:2004,Fasteners — Hot dip galvanized coatings,Current-use reference,specifications/bs-en-iso/bs-en-iso-10684.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00396,BS EN ISO,BS EN ISO 15330:1999,Fasteners — Preloading test for the detection of hydrogen embrittlement — Parallel bearing surface method,Current-use reference,specifications/bs-en-iso/bs-en-iso-15330.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00397,BS EN ISO,BS EN ISO 16047:2005,Fasteners — Torque/clamp force testing,Current-use reference,specifications/bs-en-iso/bs-en-iso-16047.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00398,BS EN ISO,BS EN ISO 16228:2018,Fasteners — Types of inspection documents,Current-use reference,specifications/bs-en-iso/bs-en-iso-16228.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00399,BS EN ISO,BS EN ISO 16426:2002,Fasteners — Quality assurance system,Current-use reference,specifications/bs-en-iso/bs-en-iso-16426.html,specifications/bs-en-iso/bs-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00400,BS EN,BS EN 14399-1:2015,High-strength structural bolting assemblies for preloading — Part 1: General requirements,Current-use reference,specifications/bs-en/bs-en-14399-1.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00401,BS EN,BS EN 14399-2:2015,High-strength structural bolting assemblies for preloading — Part 2: Suitability for preloading,Current-use reference,specifications/bs-en/bs-en-14399-2.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00402,BS EN,BS EN 14399-3:2015,High-strength structural bolting assemblies for preloading — Part 3: System HR — Hexagon bolt and nut assemblies,Current-use reference,specifications/bs-en/bs-en-14399-3.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00403,BS EN,BS EN 14399-4:2015,High-strength structural bolting assemblies for preloading — Part 4: System HV — Hexagon bolt and nut assemblies,Current-use reference,specifications/bs-en/bs-en-14399-4.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00404,BS EN,BS EN 14399-5:2015,High-strength structural bolting assemblies for preloading — Part 5: Plain washers,Current-use reference,specifications/bs-en/bs-en-14399-5.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00405,BS EN,BS EN 14399-6:2015,High-strength structural bolting assemblies for preloading — Part 6: Plain chamfered washers,Current-use reference,specifications/bs-en/bs-en-14399-6.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00406,BS EN,BS EN 14399-7:2018,High-strength structural bolting assemblies for preloading — Part 7: System HR — Countersunk head bolt and nut assemblies,Current-use reference,specifications/bs-en/bs-en-14399-7.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00407,BS EN,BS EN 14399-8:2018,High-strength structural bolting assemblies for preloading — Part 8: System HV — Hexagon fit bolt and nut assemblies,Current-use reference,specifications/bs-en/bs-en-14399-8.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00408,BS EN,BS EN 14399-9:2018,High-strength structural bolting assemblies for preloading — Part 9: System HR or HV — Direct tension indicators for bolt and nut assemblies,Current-use reference,specifications/bs-en/bs-en-14399-9.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00409,BS EN,BS EN 14399-10:2018,High-strength structural bolting assemblies for preloading — Part 10: System HRC — Bolt and nut assemblies with calibrated preload,Current-use reference,specifications/bs-en/bs-en-14399-10.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00410,BS EN,BS EN 15048-1:2016,Non-preloaded structural bolting assemblies — Part 1: General requirements,Current-use reference,specifications/bs-en/bs-en-15048-1.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00411,BS EN,BS EN 15048-2:2016,Non-preloaded structural bolting assemblies — Part 2: Fitness for purpose,Current-use reference,specifications/bs-en/bs-en-15048-2.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00412,BS EN,BS EN 10269:2013,Steels and nickel alloys for fasteners with specified elevated and/or low temperature properties,Current-use reference,specifications/bs-en/bs-en-10269.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00413,BS EN,BS EN 10088-1:2023,Stainless steels — List of stainless steels,Current-use reference,specifications/bs-en/bs-en-10088-1.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00414,BS EN,BS EN 10088-3:2023,"Stainless steels — Technical delivery conditions for semi-finished products, bars, rods, wire, sections and bright products of corrosion resistant steels for general purposes",Current-use reference,specifications/bs-en/bs-en-10088-3.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,
PRA-SPC-00415,BS EN,BS EN 10277 series,Bright steel products — Technical delivery conditions,Current-use reference,specifications/bs-en/bs-en-10277-series.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00416,BS EN,BS EN 10083 series,Steels for quenching and tempering,Current-use reference,specifications/bs-en/bs-en-10083-series.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00417,BS EN,BS EN 10085,Nitriding steels — Technical delivery conditions,Current-use reference,specifications/bs-en/bs-en-10085.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00418,BS EN,BS EN 10025 series,Hot rolled products of structural steels,Current-use reference,specifications/bs-en/bs-en-10025-series.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00419,BS EN,BS EN 10028 series,Flat products made of steels for pressure purposes,Current-use reference,specifications/bs-en/bs-en-10028-series.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00420,BS EN,BS EN 10250-2,Open die steel forgings for general engineering purposes — Non-alloy quality and special steels,Current-use reference,specifications/bs-en/bs-en-10250-2.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00421,BS EN,BS EN 10250-3,Open die steel forgings for general engineering purposes — Alloy special steels,Current-use reference,specifications/bs-en/bs-en-10250-3.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00422,BS EN,BS EN 10250-4,Open die steel forgings for general engineering purposes — Stainless steels,Current-use reference,specifications/bs-en/bs-en-10250-4.html,specifications/bs-en/bs-en-specifications.html,generated_from_master_record,
PRA-SPC-00423,SAE,SAE J58,Flanged 12-Point Screws,Current-use reference,specifications/sae/sae-j58.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00424,SAE,SAE J82,Mechanical and Quality Requirements for Machine Screws,Current-use reference,specifications/sae/sae-j82.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00425,SAE,SAE J105,Hex Bolts,Current-use reference,specifications/sae/sae-j105.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00426,SAE,SAE J238,Nut and Conical Spring Washer Assemblies,Current-use reference,specifications/sae/sae-j238.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00427,SAE,SAE J429,Mechanical and Material Requirements for Externally Threaded Fasteners,Current-use reference,specifications/sae/sae-j429.html,specifications/sae/sae-specifications.html,preserved_enhanced_page,specifications/sae/sae-j429/index.html
PRA-SPC-00428,SAE,SAE J481,Round Head Bolts,Legacy / Superseded,specifications/sae/sae-j481.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00429,SAE,SAE J483,"High and Low Crown (Blind, Acorn) Hex Nuts",Legacy / Superseded,specifications/sae/sae-j483.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00430,SAE,SAE J773,Conical Spring Washers,Current-use reference,specifications/sae/sae-j773.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00431,SAE,SAE J871,Hi-Head Hex Cap Screws,Legacy / Superseded,specifications/sae/sae-j871.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00432,SAE,SAE J892,Push-On Spring Nuts Inch Series — General Specifications,Current-use reference,specifications/sae/sae-j892.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00433,SAE,SAE J892M,Push-On Spring Nuts Metric Series — General Specifications,Current-use reference,specifications/sae/sae-j892m.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00434,SAE,SAE J995,Mechanical and Material Requirements for Steel Nuts,Current-use reference,specifications/sae/sae-j995.html,specifications/sae/sae-specifications.html,preserved_enhanced_page,specifications/sae/sae-j995/index.html
PRA-SPC-00435,SAE,SAE J1102,Mechanical and Material Requirements for Wheel Bolts,Current-use reference,specifications/sae/sae-j1102.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00436,SAE,SAE J1102M,Mechanical and Material Requirements for Metric Wheel Bolts,Current-use reference,specifications/sae/sae-j1102m.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00437,SAE,SAE J1199,Mechanical and Material Requirements for Metric Externally Threaded Steel Fasteners,Current-use reference,specifications/sae/sae-j1199.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00438,SAE,SAE J1237,Metric Thread Rolling Screws,Current-use reference,specifications/sae/sae-j1237.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00439,SAE,SAE J2485,Fastener Part Standard — Machine Screw Nuts (Metric and Inch),Current-use reference,specifications/sae/sae-j2485.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00440,SAE,SAE J78,Steel Self-Drilling Tapping Screws,Current-use reference,specifications/sae/sae-j78.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00441,SAE,SAE J81,Thread Rolling Screws,Current-use reference,specifications/sae/sae-j81.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00442,SAE,SAE J121,Decarburization in Hardened and Tempered Unified Threaded Fasteners,Current-use reference,specifications/sae/sae-j121.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00443,SAE,SAE J122,Surface Discontinuities on Nuts,Current-use reference,specifications/sae/sae-j122.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00444,SAE,SAE J123,"Surface Discontinuities on Bolts, Screws, and Studs in Fatigue Applications",Current-use reference,specifications/sae/sae-j123.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00445,SAE,SAE J174,Torque-Tension Test Procedure for Steel Threaded Fasteners — Inch Series,Current-use reference,specifications/sae/sae-j174.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00446,SAE,SAE J174M,Torque-Tension Test Procedure for Steel Threaded Fasteners — Metric Series,Current-use reference,specifications/sae/sae-j174m.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00447,SAE,SAE J430,"Mechanical and Chemical Requirements for Nonthreaded Fasteners, Carbon Steel Solid Rivets — Inch Series",Current-use reference,specifications/sae/sae-j430.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00448,SAE,SAE J485,Holes in Bolt and Screw Shanks and Slots in Nuts for Cotter Pins,Current-use reference,specifications/sae/sae-j485.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00449,SAE,SAE J891,Spring Nuts,Current-use reference,specifications/sae/sae-j891.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00450,SAE,SAE J933,Mechanical and Quality Requirements for Tapping Screws,Current-use reference,specifications/sae/sae-j933.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00451,SAE,SAE J1053,Steel Stamped Nuts of One Pitch Thread Design — Inch Series,Current-use reference,specifications/sae/sae-j1053.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00452,SAE,SAE J1061,"Surface Discontinuities on General Application Bolts, Screws, and Studs",Current-use reference,specifications/sae/sae-j1061.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00453,SAE,SAE J1200,Blind Rivets — Break Mandrel Type,Current-use reference,specifications/sae/sae-j1200.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00454,SAE,SAE J1648,Protective Coatings for Fasteners,Current-use reference,specifications/sae/sae-j1648.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00455,SAE,SAE J1701,Torque-Tension Tightening for Fasteners — Inch and Metric,Current-use reference,specifications/sae/sae-j1701.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00456,SAE,SAE J2486,Tension Indicating Washer Tightening Method for Fasteners,Current-use reference,specifications/sae/sae-j2486.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00457,SAE,SAE J423,Methods of Measuring Case Depth,Current-use reference,specifications/sae/sae-j423.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00458,SAE,SAE J419,Methods of Measuring Decarburization,Current-use reference,specifications/sae/sae-j419.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00459,SAE,SAE J417,Hardness Tests and Hardness Number Conversions,Current-use reference,specifications/sae/sae-j417.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00460,SAE,SAE J864,Surface Hardness Testing with Files,Current-use reference,specifications/sae/sae-j864.html,specifications/sae/sae-specifications.html,generated_from_master_record,
PRA-SPC-00461,SAE AMS,SAE AMS03_20A,Electro-Deposition of Zinc,Current-use reference,specifications/sae-ams/sae-ams-ams03-20a.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00462,SAE AMS,SAE AMS2417K,"Plating, Zinc-Nickel Alloy",Current-use reference,specifications/sae-ams/sae-ams-ams2417k.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00463,SAE AMS,SAE AMS2400R,Cadmium Plating,Legacy / Superseded,specifications/sae-ams/sae-ams-ams2400r.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00464,SAE AMS,SAE AMS2480,Phosphate Treatment (Paint Base),Current-use reference,specifications/sae-ams/sae-ams-ams2480.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00465,SAE AMS,SAE AMS2481L,"Phosphate Treatment, Antichafing",Current-use reference,specifications/sae-ams/sae-ams-ams2481l.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
